Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
2024/8/19 6:00,2.22,0.1,0,-2.35,-2.31,5266.77,-44.05,-24.13,0,0.98,-0.01,0.07,0.03,11.72,85.65,11.74,0.23,-101.49,73.07,12.5,0.55,0.98,2.52,1.81,95.16,10.92,1.31,1.38,11.74,97.57,1.35,1.38,0.34,10.27,0.68,16.41,18.97,8.57,7.95,0.07,0.09,-19.91,-19.91,-50.89,-37.2,-30.98,-17.29,850.24,15.34,10
2024/8/19 6:30,20.92,0.92,-0.01,-6.79,-7.97,5279.65,-39.76,-19.56,0,1.17,-0.01,0.1,0.08,11.68,85.66,11.52,5.5,-93.99,78.02,12.49,1.24,1.34,32.21,6.66,94.08,10.7,1.3,1.38,11.52,97.69,1.33,1.36,0.32,10.14,0.83,16.23,18.83,8.51,7.95,0.07,0.09,-20.21,-20.21,-41.99,-37.53,-21.79,-17.32,836.05,15.12,9.86
2024/8/19 7:00,15.04,0.66,-0.04,-25.81,-19.76,5671.25,-32.76,-12.45,-0.01,0.77,-0.02,0.14,0.13,13.08,85.69,13.43,10.94,-86.49,82.9,12.49,0.79,0.93,145.64,27.95,92.46,11.84,1.4,1.51,13.43,92.73,1.43,1.55,1.14,10.84,1.15,16.1,18.7,8.51,7.96,0.07,0.09,-20.31,-20.31,-29.3,-36.22,-8.99,-15.9,744.13,16.31,10.58
2024/8/19 7:30,-3.42,-0.15,0.03,21.33,6.54,5987.97,-23.54,-3.77,0,0.31,-0.01,0.1,-0.06,14.41,85.72,14.67,16.49,-78.99,87.79,12.48,0.93,1.03,158.89,26.19,92.17,13.11,1.52,1.65,14.67,92.49,1.55,1.68,1.26,11.67,1.3,16.12,18.58,8.51,7.94,0.07,0.09,-19.76,-19.76,-7.41,-39.67,12.36,-19.91,700.55,17.71,11.44
2024/8/19 8:00,-7.51,-0.33,0.05,37.12,21.75,6369.59,-9.05,8.92,0.01,0.59,-0.02,0.14,-0.15,15.07,85.74,15.52,22.06,-71.49,92.82,12.47,0.66,0.86,262.92,40.87,91.23,13.61,1.57,1.72,15.52,90.11,1.59,1.77,1.76,11.96,1.52,16.29,18.46,8.5,7.89,0.07,0.08,-17.97,-17.97,15.13,-33.23,33.1,-15.25,689.63,18.28,11.79
2024/8/19 8:30,-3.81,-0.17,0.14,94.45,36.39,8158.99,19.77,34.63,0.02,0.39,-0.02,0.13,-0.27,16.22,85.78,16.95,27.62,-63.99,98.07,12.47,0.5,0.67,380.41,58.55,87.27,14.07,1.61,1.85,16.95,83.31,1.62,1.94,3.24,12.06,2.37,16.69,18.37,8.52,7.89,0.07,0.08,-14.87,-14.87,63.83,-24.29,78.69,-9.43,667.06,18.82,12.09
2024/8/19 9:00,-4.46,-0.2,0.11,77.44,20.68,8630.07,32.16,42.43,0.01,0.27,-0.03,0.16,-0.12,16.59,85.79,17.19,33.1,-56.49,103.7,12.46,0.45,0.75,368.16,55.47,84.25,13.9,1.6,1.9,17.19,80.96,1.59,1.97,3.75,11.89,2.99,17.34,18.31,8.56,7.91,0.07,0.08,-10.27,-10.27,78.58,-14.26,88.85,-4,656,18.6,11.93
2024/8/19 9:30,-13.29,-0.58,0.28,187.68,88.79,9276.81,45.01,50.28,0.03,0.47,-0.02,0.12,-0.71,17.73,85.81,18.76,38.44,-48.99,109.88,12.45,1.01,1.21,597.42,88.78,79.75,14.17,1.62,2.04,18.76,74.67,1.62,2.17,5.5,12.04,4.13,18,18.29,8.6,7.96,0.08,0.08,-5.26,-5.26,92.34,-2.31,97.6,2.95,642.67,18.93,12.1
2024/8/19 10:00,-12.01,-0.53,0.3,201.69,89.06,9246.11,71.61,71.09,0.03,0.44,-0.04,0.2,-0.42,18.8,85.82,19.52,43.57,-41.48,116.83,12.45,1.82,1.98,678.19,96.94,74.54,14.17,1.62,2.18,19.52,71.19,1.62,2.28,6.57,12,5.55,18.9,18.31,8.65,7.96,0.08,0.09,0.52,0.52,137.42,5.8,136.9,5.28,626.42,18.92,12.05
2024/8/19 10:30,-20.75,-0.91,0.38,261.07,143.65,9222.56,82.79,75.13,0.04,0.55,-0.09,0.29,-0.48,19.75,85.82,20.42,48.36,-33.98,124.81,12.44,1.63,1.9,766.2,109.79,71.71,14.49,1.66,2.31,20.42,68.49,1.65,2.41,7.6,12.17,6.55,19.9,18.39,8.69,7.95,0.08,0.09,7.66,7.66,143.75,21.83,136.09,14.17,618.58,19.31,12.26
2024/8/19 11:00,-17.07,-0.75,0.48,326.12,128.6,9603.03,98.5,83.61,0.05,0.39,-0.03,0.18,-0.69,20.71,85.82,21.54,52.67,-26.48,134.15,12.43,1.3,1.54,843.73,119.06,66.65,14.27,1.63,2.45,21.54,62.9,1.62,2.58,9.58,11.93,8.18,20.92,18.53,8.74,7.94,0.08,0.09,14.89,14.89,161.22,35.78,146.33,20.89,609.04,19.05,12.05
2024/8/19 11:30,-16.88,-0.74,0.47,321.07,128.92,9850.39,108.17,86.01,0.05,0.4,-0.03,0.17,-0.75,21.16,85.79,21.88,56.29,-18.98,145.14,12.43,2.02,2.24,825.87,118.05,62.69,13.76,1.58,2.52,21.88,59.71,1.57,2.63,10.62,11.55,9.4,22,18.73,8.79,7.93,0.08,0.09,22.16,22.16,165.44,50.9,143.28,28.74,605.09,18.43,11.64
2024/8/19 12:00,-18.65,-0.82,0.57,390.36,130.7,9442.5,103.92,75.45,0.06,0.33,-0.04,0.19,-0.68,21.63,85.78,22.29,58.95,-11.48,157.9,12.42,1.59,1.86,811.5,121.9,58.25,13.07,1.51,2.6,22.29,55.68,1.5,2.7,11.98,11.02,10.84,22.91,18.99,8.81,7.98,0.09,0.09,28.48,28.48,136.98,70.87,108.5,42.39,605.63,17.63,11.12
2024/8/19 12:30,-12.68,-0.56,0.41,279.33,67.58,8581.92,90.84,57.76,0.04,0.24,-0.05,0.22,-0.3,21.92,85.74,22.48,60.39,-3.98,172.13,12.41,1.79,2.11,667.94,103.6,54.09,12.21,1.43,2.64,22.48,51.99,1.42,2.73,13.12,10.41,12.13,23.62,19.3,8.82,7.98,0.09,0.09,33.08,33.08,107.18,74.49,74.1,41.41,605.58,16.67,10.5
2024/8/19 13:00,-10.94,-0.48,0.61,414.02,24.18,7270.6,85.81,49.78,0.06,0.06,-0.3,0.54,-0.04,22.12,85.7,22.83,60.43,3.52,186.97,12.41,0.84,2.21,520.78,79.89,53.38,12.16,1.43,2.67,22.83,50.73,1.41,2.79,13.77,10.36,12.49,24.02,19.63,8.83,7.99,0.09,0.09,36.02,36.02,87.89,83.73,51.86,47.7,604.33,16.64,10.46
2024/8/19 13:30,-3.67,-0.16,0.25,170.87,2.4,3464.1,46.38,8.91,0.05,0.01,-0.33,0.57,0,19.57,85.65,19.95,59.05,11.03,201.26,12.4,6.87,7.02,154.42,22.46,64.62,12.71,1.48,2.29,19.95,63.05,1.47,2.34,8.66,10.9,8.1,24.24,19.97,8.84,8.03,0.08,0.09,37.47,37.47,12.48,80.27,-24.99,42.8,609.26,17.23,10.93
2024/8/19 14:00,4.45,0.2,-0.06,-39.7,-46.01,461.86,-10.73,-36.8,-0.18,1.16,-0.26,0.51,0.09,18.69,85.68,16.85,56.45,18.53,214.11,12.39,4.69,5.06,13.77,4.22,76.59,14.55,1.67,2.17,16.85,83.58,1.6,1.94,3.4,11.97,5,23.69,20.27,8.77,8.02,0.08,0.09,18.6,33.54,-91.61,70.15,-110.2,36.61,611.18,19.45,12.27
2024/8/19 14:30,7.701876854,0.3435956,-0.054267584,-36.3734818,-55.00962581,-365.26,-13.2,-37.67,-0.063776723,-0.885356182,-0.155488851,0.38,0.07,20.83,85.67,15.34112714,52.87,26.03,225.19,12.38,3.63,3.75,18.68,3.74,71.04,15.33,1.75,2.47,15.34112714,95.84,4.06,4.21,1.48,11.84328219,7.18,22.66,20.51,8.91,8.02,0.08,0.09,24.46,24.46,-75.8,49.4,-100.26,24.93,613.86,20.47,12.92
2024/8/19 15:00,4.48,0.2,0.03,21.51,-35.36,-381.34,113.6,100.72,0.03,-1.64,-0.06,0.24,0.14,21.24,85.65,15.29,48.59,33.53,234.61,12.38,2.88,2.94,32.66,7.1,64.24,14.18,1.63,2.53,15.29,88.66,1.55,1.74,1.99,11.61,9.07,21.48,20.65,11.57,8.02,0.09,0.09,12.88,12.88,204.08,23.12,191.2,10.24,603.51,19,11.97
2024/8/19 15:30,-1.4,-0.06,-0.02,-11.45,-19.76,215.54,68.47,64.57,-0.21,1.72,-0.02,0.15,0.13,22.75,85.65,16.14,43.81,41.03,242.65,12.37,1.57,1.84,59.55,10.3,60.63,14.67,1.68,2.78,16.14,90.24,1.66,1.84,1.81,12.44,11.01,20.72,20.66,15.37,8.03,0.11,0.09,3.9,3.9,137,-0.05,133.1,-3.95,598.42,19.61,12.31
2024/8/19 16:00,1.04,0.05,-0.01,-8.69,-1.61,261.97,-32.87,-31.89,-0.03,0.19,-0.06,0.24,0.01,23.04,85.69,16.89,38.7,48.53,249.64,12.36,1.55,1.88,101.39,16.52,61.13,15.07,1.72,2.83,16.89,88.27,1.7,1.93,2.27,12.73,11.04,20.31,20.6,16.56,8.04,0.12,0.09,-0.99,-0.99,-60.17,-5.58,-59.18,-4.59,596.85,20.11,12.63
2024/8/19 16:30,-5.1,-0.22,0.22,147.52,30.04,928.66,-32.79,-29.95,0.18,0.2,-0.18,0.42,-0.07,19.25,85.66,16.73,33.36,56.03,255.85,12.36,5.44,5.62,187.88,31.68,70.28,13.74,1.58,2.25,16.73,83.29,1.59,1.91,3.2,11.91,6.63,20.17,20.5,16.06,8.11,0.12,0.09,-2.84,-2.84,-48.73,-16.84,-45.89,-14.01,607.43,18.48,11.65
2024/8/19 17:00,-5.61,-0.25,0.22,148.87,-3.31,1957.02,-23.51,-20.95,0.07,-0.02,-0.18,0.42,0.01,15.94,85.67,15.86,27.87,63.53,261.5,12.35,5.34,5.52,247.77,43.15,78.45,12.14,1.42,1.82,15.86,79.93,1.44,1.81,3.65,10.83,3.93,20.15,20.4,15.51,8.22,0.12,0.09,-2.56,-2.56,-48.54,1.52,-45.98,4.09,614.7,16.62,10.68
2024/8/19 17:30,-9.16,-0.4,0.26,175.96,23.46,3511.03,-17.72,-15.7,0.06,0.13,-0.2,0.45,-0.05,16.75,85.73,16.91,22.32,71.03,266.77,12.34,5.28,5.36,305.04,52.59,76.09,12.48,1.46,1.91,16.91,75.96,1.47,1.93,4.65,10.98,4.58,20.1,20.31,14.99,8.46,0.11,0.09,-2.02,-2.02,-45.34,9.89,-43.31,11.92,613.79,16.99,10.89
2024/8/19 18:00,-7.78,-0.34,0.19,127.43,37.43,4284.48,2.11,3.31,0.04,0.29,-0.14,0.37,-0.1,17.33,85.75,17.72,16.73,78.54,271.79,12.34,5.24,5.33,313.81,59.97,76.07,13.04,1.51,1.99,17.72,74.68,1.52,2.04,5.16,11.32,4.76,20.15,20.24,14.57,8.77,0.11,0.1,-1.2,-1.2,-6.46,10.68,-5.26,11.88,612.29,17.61,11.26
2024/8/19 18:30,-3.92,-0.17,0.08,52.63,0.59,3800,-4.6,-5.53,0.01,0.01,-0.14,0.37,0,16.67,85.72,16.85,11.17,86.04,276.69,12.33,5.01,5.08,89.77,16.73,79.53,13.08,1.51,1.9,16.85,79.83,1.54,1.93,3.89,11.49,3.91,20.3,20.17,14.18,9.04,0.11,0.1,0.93,0.93,-20.39,11.19,-21.32,10.26,616.03,17.66,11.32
2024/8/19 19:00,2.1,0.09,0.09,62.01,-10.2,3961.22,-23.09,-24.76,0.01,-0.16,-0.13,0.35,0.03,16.34,85.73,16.45,5.71,93.54,281.56,12.32,4.32,4.37,38.94,7.38,82.71,13.35,1.54,1.86,16.45,83.6,1.57,1.88,3.08,11.75,3.23,20.17,20.13,13.85,9.26,0.11,0.1,1.67,1.67,-58,11.82,-59.66,10.15,618.55,17.98,11.53
2024/8/19 19:30,4.14,0.18,0.06,38.41,-17.68,5401.66,-30.19,-29.99,0,-0.46,-0.06,0.23,0.07,15.96,85.76,16.07,0.43,101.04,286.49,12.32,3.37,3.42,5.77,2.14,80.51,12.58,1.47,1.82,16.07,81.56,1.49,1.83,3.38,11.2,3.56,19.87,20.1,13.59,9.41,0.11,0.1,-0.2,-0.2,-66.61,6.23,-66.41,6.43,621.29,17.08,10.98
2024/8/19 20:00,2.5,0.11,0.01,10.16,-15.89,6241.53,-39.94,-36.98,0,-1.56,-0.04,0.19,0.08,15.29,85.74,15.37,-5.08,108.54,291.57,12.31,3.3,3.35,-2.36,1.26,83.7,12.51,1.46,1.74,15.37,84.92,1.49,1.75,2.64,11.18,2.85,19.52,20.05,13.35,9.52,0.11,0.1,-2.96,-2.96,-76.24,-3.64,-73.28,-0.68,624.04,17.01,10.96
2024/8/19 20:30,2.23,0.1,0.02,12.21,-16.89,5409.76,-43.85,-37.9,0,-1.38,-0.04,0.21,0.08,15,85.79,15.08,-10.22,116.04,296.88,12.3,1.9,2.16,-2.8,1.31,86.18,12.66,1.47,1.71,15.08,87.58,1.51,1.72,2.14,11.32,2.38,19.14,19.99,13.15,9.58,0.11,0.1,-5.95,-5.95,-77.69,-10.02,-71.73,-4.07,627.3,17.18,11.08
2024/8/19 21:00,2.39,0.11,0.01,4.09,-9.83,4432.53,-43.42,-34.8,0,-2.4,-0.02,0.13,0.07,14.88,85.82,14.87,-15.09,123.54,302.5,12.29,1.55,1.62,-1.97,1.74,87.13,12.7,1.48,1.7,14.87,89.15,1.51,1.7,1.84,11.38,2.2,18.8,19.91,12.98,9.64,0.1,0.1,-8.61,-8.61,-64.26,-22.57,-55.64,-13.96,629.96,17.23,11.12
2024/8/19 21:30,-1.56,-0.07,0.01,4.22,0.68,6215.62,-41.63,-31.11,0,0.16,-0.03,0.18,0,14.76,85.83,14.78,-19.65,131.05,308.52,12.29,0.67,1.04,-3.23,1.8,87.57,12.66,1.47,1.69,14.78,89.39,1.51,1.69,1.79,11.35,2.11,18.52,19.8,12.84,9.64,0.1,0.1,-10.52,-10.52,-58.44,-24.82,-47.92,-14.31,630.7,17.18,11.1
2024/8/19 22:00,2.32,0.1,0.01,4.03,-4.3,7167.42,-41.6,-29.76,0,-1.07,-0.03,0.16,0.03,14.59,85.84,14.51,-23.83,138.55,315,12.28,0.98,1.24,-2.8,2.76,86.82,12.36,1.45,1.67,14.51,89.43,1.48,1.66,1.75,11.17,2.21,18.27,19.69,12.71,9.65,0.1,0.1,-11.83,-11.83,-58.08,-25.11,-46.25,-13.28,632.44,16.85,10.89
2024/8/19 22:30,2.71,0.12,-0.01,-3.56,-7.93,7381.53,-44.82,-31.67,0,2.23,-0.02,0.14,0.05,14.25,85.84,14.29,-27.54,146.05,322.02,12.27,1.18,1.64,-3.1,2.1,87.49,12.14,1.42,1.63,14.29,89.35,1.46,1.63,1.75,11.01,2.06,17.99,19.57,12.58,9.72,0.1,0.1,-13.15,-13.15,-62.54,-27.09,-49.39,-13.94,635.14,16.6,10.74
2024/8/19 23:00,2.12,0.09,-0.01,-4.77,-11.82,6367.53,-48.51,-33.99,0,2.48,-0.02,0.15,0.08,13.73,85.84,13.76,-30.7,153.55,329.6,12.27,2.37,2.38,-2.7,1.49,90.37,12.12,1.42,1.58,13.76,92.47,1.46,1.58,1.2,11.02,1.54,17.71,19.44,12.46,9.73,0.1,0.1,-14.52,-14.52,-65.32,-31.7,-50.8,-17.18,643.83,16.58,10.75
2024/8/19 23:30,3.56,0.16,0.01,7.9,-12,6657.05,-44.74,-29.02,0,-1.52,-0.02,0.14,0.08,13.69,85.85,13.64,-33.18,161.05,337.73,12.26,2.12,2.14,-2.92,1.63,89.73,11.97,1.41,1.57,13.64,92.46,1.45,1.57,1.18,10.95,1.63,17.46,19.32,12.37,9.73,0.1,0.1,-15.72,-15.72,-54.88,-34.61,-39.16,-18.89,643.11,16.42,10.65
2024/8/20 0:00,2.22,0.1,-0.01,-3.93,-5.69,6893.67,-44.83,-28.26,0,1.45,-0.01,0.07,0.08,13.67,85.85,13.63,-34.92,168.55,346.32,12.25,0.75,1.16,-3.07,1.81,88.91,11.81,1.39,1.57,13.63,91.49,1.43,1.57,1.34,10.83,1.76,17.23,19.18,12.27,9.69,0.1,0.1,-16.57,-16.57,-53.45,-36.21,-36.88,-19.64,645.18,16.24,10.54
2024/8/20 0:30,3.04,0.13,-0.01,-9.16,-12.87,6811.69,-48.03,-30.79,0,1.4,-0.01,0.12,0.1,13.58,85.86,13.53,-35.82,176.05,355.24,12.25,2.43,2.48,-2.68,2.41,88.07,11.58,1.37,1.56,13.53,90.89,1.41,1.56,1.42,10.69,1.88,17.01,19.05,12.18,9.66,0.1,0.1,-17.24,-17.24,-58.99,-37.08,-41.75,-19.83,647.95,16,10.38
2024/8/20 1:00,-2.34,-0.1,0.01,4.41,-0.71,7034.28,-43.86,-25.97,0,-0.16,-0.01,0.07,0.01,12.85,85.85,13.02,-35.85,-166.85,13.88,12.24,0.87,1.11,-4,1.26,91.02,11.35,1.35,1.49,13.02,92.51,1.39,1.51,1.14,10.54,1.36,16.8,18.92,12.09,9.67,0.1,0.1,-17.89,-17.89,-51.92,-35.81,-34.02,-17.92,661.58,15.76,10.25
2024/8/20 1:30,-0.08,0,0,0.71,-1.06,6329.76,-44.8,-26.36,0,-1.49,0,0.05,0.02,12.93,85.85,12.76,-35.01,-168.95,13.22,12.23,0.47,0.58,-2.4,2.34,89.77,11.23,1.34,1.5,12.76,93.34,1.38,1.48,0.99,10.47,1.55,16.59,18.78,12.01,9.67,0.1,0.1,-18.44,-18.44,-53.43,-36.16,-34.99,-17.72,662.13,15.63,10.16
2024/8/20 2:00,-0.54,-0.02,-0.01,-3.47,-0.06,5869.31,-45.11,-26.1,0,0.02,-0.02,0.12,0,12.42,85.84,12.43,-33.33,-161.44,21.84,12.23,0.84,1.13,-2.57,2.08,91.76,11.05,1.33,1.45,12.43,94.27,1.36,1.45,0.83,10.35,1.21,16.38,18.65,11.94,9.67,0.09,0.1,-19.01,-19.01,-53.11,-37.1,-34.11,-18.1,668.2,15.45,10.06
2024/8/20 2:30,-1.1,-0.05,0,-1.8,0.46,5671.14,-44.65,-25.08,0,-0.25,0,0.06,-0.01,12.81,85.81,12.66,-30.89,-153.94,30.01,12.22,1.17,1.3,-1.87,2.31,90.32,11.2,1.34,1.49,12.66,94.18,1.38,1.47,0.86,10.49,1.46,16.18,18.52,11.87,9.68,0.09,0.1,-19.57,-19.57,-51.87,-37.44,-32.3,-17.87,662.67,15.61,10.15
2024/8/20 3:00,2.7,0.12,0,-3.34,-5.03,6814.45,-44.51,-24.5,0,1.51,0,0.06,0.08,13.13,85.81,13.11,-27.78,-146.44,37.63,12.21,1.63,1.69,-3.02,2.41,88.09,11.14,1.33,1.52,13.11,91.15,1.38,1.51,1.34,10.44,1.82,16,18.39,11.79,9.68,0.09,0.1,-20.01,-20.01,-51.28,-37.74,-31.27,-17.73,656.2,15.55,10.1
2024/8/20 3:30,0.97,0.04,0,2.79,0.91,6514.07,-45.63,-25.26,0,0.32,-0.02,0.13,-0.01,12.3,85.81,12.2,-24.1,-138.94,44.69,12.21,0.75,1.06,-3.09,1.52,91.35,10.87,1.31,1.44,12.2,94.8,1.35,1.43,0.75,10.26,1.26,15.82,18.26,11.73,9.68,0.09,0.1,-20.37,-20.37,-49.93,-41.32,-29.56,-20.95,668.18,15.27,9.95
2024/8/20 4:00,1.59,0.07,-0.01,-3.52,-1.86,5385.81,-42.5,-21.82,0,0.53,-0.03,0.17,0.01,12.94,85.81,12.94,-19.95,-131.44,51.21,12.2,1.68,1.95,-2.21,2.25,89.37,11.17,1.34,1.5,12.94,92.31,1.38,1.5,1.15,10.47,1.61,15.64,18.13,11.67,9.61,0.09,0.1,-20.68,-20.68,-46,-39,-25.32,-18.32,662.65,15.58,10.12
2024/8/20 4:30,3.02,0.13,0,-1.96,-5.57,4682.1,-40.66,-19.71,0,2.85,-0.02,0.13,0.04,12.09,85.8,12,-15.42,-123.94,57.26,12.19,1.08,1.28,-2.81,0.87,92.63,10.87,1.31,1.42,12,95.68,1.35,1.41,0.61,10.23,1.06,15.49,18,11.61,9.61,0.09,0.1,-20.95,-20.95,-43.16,-38.17,-22.21,-17.22,682.74,15.28,9.96
2024/8/20 5:00,1.91,0.08,-0.01,-8.56,-8.58,6638.97,-38.37,-17.51,0,1,-0.01,0.11,0.08,12.75,85.78,12.67,-10.57,-116.44,62.92,12.18,2.29,2.32,-2.64,2.25,89.97,11.08,1.33,1.48,12.67,93.21,1.37,1.47,1,10.4,1.5,15.38,17.88,11.56,9.61,0.09,0.1,-20.86,-20.86,-39.46,-37.28,-18.6,-16.42,665.88,15.49,10.07
2024/8/20 5:30,2.76,0.12,-0.01,-3.69,-5.8,6874.51,-38.7,-18.06,0,1.57,0,0.06,0.1,12.4,85.79,12.32,-5.45,-108.93,68.25,12.18,1.94,1.97,-3.31,1.42,91.19,10.94,1.32,1.45,12.32,94.4,1.36,1.44,0.8,10.3,1.29,15.27,17.76,11.52,9.62,0.09,0.1,-20.64,-20.64,-41.47,-35.93,-20.83,-15.29,671.7,15.35,9.99
2024/8/20 6:00,0.67,0.03,-0.01,-4.1,-8.84,6886.69,-37.68,-17.13,0,2.16,-0.01,0.1,0.08,12.45,85.8,12.42,0.04,-101.43,73.36,12.17,2.21,2.23,1.46,2.4,90.29,10.84,1.31,1.45,12.42,93.08,1.35,1.45,1,10.22,1.42,15.15,17.64,11.45,9.62,0.09,0.09,-20.55,-20.55,-39.17,-36.18,-18.63,-15.64,666.02,15.24,9.92
2024/8/20 6:30,2.23,0.1,-0.01,-6.73,-8.38,6729.26,-37.17,-16.59,0,1.24,-0.01,0.11,0.07,12.39,85.81,12.41,5.33,-93.93,78.31,12.16,2.25,2.3,54.95,10.87,90.7,10.85,1.31,1.44,12.41,92.94,1.34,1.45,1.03,10.2,1.36,15.03,17.54,11.43,9.62,0.09,0.09,-20.59,-20.59,-39.76,-34.58,-19.18,-14,672.88,15.25,9.93
2024/8/20 7:00,-3.31,-0.15,0.02,16.74,0.76,7438.63,-29.62,-9.12,0,0.05,-0.02,0.15,0,13.61,85.84,13.92,10.77,-86.43,83.19,12.16,2.12,2.24,143.02,26.72,86.91,11.41,1.36,1.56,13.92,86.85,1.39,1.6,2.11,10.46,2.07,14.95,17.43,11.38,9.63,0.09,0.09,-20.5,-20.5,-25.08,-34.16,-4.58,-13.65,648.44,15.82,10.26
2024/8/20 7:30,-2.83,-0.12,0.06,44.52,7.32,7879.56,-21.79,-1.89,0.01,0.16,-0.04,0.19,-0.04,14.47,85.87,14.86,16.32,-78.93,88.1,12.15,2.51,2.54,251.93,44.56,85.59,12.02,1.41,1.65,14.86,84.39,1.43,1.7,2.65,10.76,2.4,14.99,17.34,11.38,9.57,0.09,0.09,-19.9,-19.9,-6.85,-36.73,13.05,-16.83,636.04,16.47,10.66
2024/8/20 8:00,-8.96,-0.39,0.15,100.56,26.44,8111.42,-1.99,16.28,0.02,0.26,-0.08,0.28,-0.09,15.44,85.9,15.93,21.89,-71.43,93.13,12.14,2.6,2.65,349.84,58.59,82.35,12.39,1.45,1.76,15.93,80.3,1.46,1.82,3.58,10.94,3.12,15.17,17.26,11.37,9.55,0.09,0.09,-18.27,-18.27,24.41,-28.38,42.68,-10.12,630.23,16.87,10.88
2024/8/20 8:30,-7.65,-0.34,0.14,97.95,44,8409.78,23.35,38.31,0.02,0.45,-0.1,0.32,-0.13,16.25,85.9,16.72,27.44,-63.93,98.4,12.14,3.87,3.91,447.18,71.9,79.73,12.7,1.48,1.85,16.72,77.76,1.49,1.91,4.25,11.1,3.77,15.64,17.19,11.36,9.55,0.09,0.09,-14.96,-14.96,69.93,-23.23,84.89,-8.27,623.95,17.2,11.06
2024/8/20 9:00,-11.74,-0.52,0.19,128.55,67.49,8675.24,39.91,49.98,0.02,0.53,-0.09,0.29,-0.22,16.96,85.91,17.51,32.92,-56.43,104.04,12.13,3.81,3.88,532.52,81.71,77.09,12.89,1.5,1.94,17.51,74.8,1.5,2.01,5.06,11.2,4.45,16.31,17.15,11.34,9.55,0.09,0.09,-10.07,-10.07,94.11,-14.28,104.18,-4.22,620.01,17.41,11.17
2024/8/20 9:30,-12.17,-0.54,0.25,171.39,99.67,8721.83,52.58,56.77,0.03,0.58,-0.11,0.32,-0.3,17.78,85.92,18.27,38.25,-48.92,110.24,12.12,3.74,3.8,615.34,91.56,73.66,12.99,1.5,2.04,18.27,71.54,1.51,2.11,6,11.2,5.39,17.08,17.14,11.33,9.55,0.1,0.09,-4.18,-4.18,106.29,-1.12,110.47,3.06,613.52,17.51,11.21
2024/8/20 10:00,-14.46,-0.64,0.31,208.89,102.74,8829.4,63.22,61.12,0.04,0.49,-0.13,0.36,-0.28,18.62,85.94,19.14,43.36,-41.42,117.2,12.12,3.81,3.89,686.59,98.71,70.69,13.17,1.52,2.15,19.14,68.52,1.52,2.22,7.01,11.3,6.32,17.88,17.19,11.28,9.55,0.1,0.09,2.1,2.1,114.59,11.85,112.49,9.75,609.42,17.71,11.31
2024/8/20 10:30,-17,-0.75,0.33,227.71,121.8,8762.14,76.37,67.87,0.04,0.53,-0.11,0.33,-0.36,19.09,85.94,19.6,48.14,-33.92,125.19,12.11,3.07,3.23,747.25,105.38,69.87,13.45,1.55,2.22,19.6,67.49,1.55,2.29,7.45,11.44,6.69,18.72,17.28,11.22,9.54,0.1,0.09,8.5,8.5,128.25,24.5,119.74,16,607.58,18.03,11.49
2024/8/20 11:00,-17.13,-0.75,0.38,255.84,120.27,9002.39,86.51,71.64,0.04,0.47,-0.08,0.29,-0.41,19.8,85.94,20.32,52.43,-26.42,134.53,12.1,2.88,2.99,795.25,109.07,68.2,13.76,1.58,2.32,20.32,65.98,1.58,2.39,8.15,11.66,7.38,19.59,17.44,11.16,9.53,0.1,0.1,14.87,14.87,134.95,38.07,120.08,23.2,604.97,18.41,11.7
2024/8/20 11:30,-17.92,-0.79,0.44,299.38,131.55,8801.32,94.75,73.7,0.05,0.44,-0.07,0.27,-0.47,20.55,85.92,21.03,56.01,-18.92,145.49,12.09,2.82,3.04,849.1,117.39,64.89,13.71,1.58,2.43,21.03,62.75,1.57,2.5,9.32,11.56,8.54,20.47,17.64,11.1,9.53,0.1,0.1,21.04,21.04,137.23,52.26,116.19,31.22,602.59,18.35,11.63
2024/8/20 12:00,-19.67,-0.87,0.49,332.74,129.01,6492.31,105.31,78.55,0.07,0.39,-0.14,0.37,-0.34,21.33,85.9,21.88,58.65,-11.42,158.19,12.09,2.69,3.08,810.02,114.66,64.01,14.24,1.63,2.55,21.88,61.38,1.62,2.63,10.17,11.88,9.17,21.33,17.89,11.03,9.59,0.11,0.1,26.76,26.76,144.71,65.9,117.95,39.14,598.61,18.99,12
2024/8/20 12:30,-10.19,-0.45,0.32,221.07,34.96,3447.17,81.85,49.89,0.08,0.16,-0.16,0.4,-0.08,20.87,85.87,21.3,60.07,-3.92,172.32,12.08,3.8,3.94,290.81,43.13,66.19,14.31,1.64,2.48,21.3,64.38,1.64,2.54,9.06,12.04,8.37,22.08,18.17,10.94,9.58,0.11,0.1,31.96,31.96,91.37,72.32,59.41,40.37,600.17,19.09,12.08
